,State,Year,Quater,Transaction_count,Transaction_amount
560,kerala,2021,4,81823741,123342136943.36395
561,karnataka,2021,4,931725438,1375471324349.8777
562,chandigarh,2021,4,7898903,14373583510.61845
563,telangana,2021,4,775989773,1463758189500.9146
564,himachal pradesh,2021,4,14666864,26136220500.625923
565,west bengal,2021,4,225029560,462218037262.097
566,gujarat,2021,4,182987325,342382580053.62726
567,sikkim,2021,4,1584345,4196783261.6358047
568,nagaland,2021,4,1631483,4939083784.136465
569,mizoram,2021,4,553329,1770665741.5230405
570,chhattisgarh,2021,4,84717494,136399110518.81381
571,jammu & kashmir,2021,4,16790628,38926237425.771454
572,goa,2021,4,11088759,18627257115.86965
573,arunachal pradesh,2021,4,2390598,6943510352.611343
574,delhi,2021,4,292683359,488695314062.3906
575,uttarakhand,2021,4,40361280,66148108159.422195
576,puducherry,2022,1,7359176,12083474905.386654
577,tamil nadu,2022,1,294573150,512789201600.61597
578,uttar pradesh,2022,1,473953246,883123174117.039
579,madhya pradesh,2022,1,472703058,747665139599.6421
580,andhra pradesh,2022,1,582603911,1294320646554.8625
581,tripura,2022,1,2871190,6247329764.349836
582,lakshadweep,2022,1,16397,54939432.65393007
583,manipur,2022,1,5313679,14144501078.373814
584,maharashtra,2022,1,1169506438,1681399273981.1614
585,dadra & nagar haveli & daman & diu,2022,1,4802803,6237048367.262389
586,meghalaya,2022,1,1674750,4662338331.33188
587,andaman & nicobar islands,2022,1,794748,2129030202.0751667
588,haryana,2022,1,191988609,341304042652.78125
589,rajasthan,2022,1,564962220,1022050180980.1362
590,ladakh,2022,1,630015,2025040918.8422096
591,punjab,2022,1,57758302,118389978105.96233
592,assam,2022,1,58889886,132280437892.70251
593,jharkhand,2022,1,110911210,194700207087.16907
594,odisha,2022,1,263633499,451227311779.7898
595,bihar,2022,1,284390434,611411695731.1454
596,kerala,2022,1,95280965,139988942464.69464
597,karnataka,2022,1,1057855407,1566649488305.8838
598,chandigarh,2022,1,8600491,15174991549.840002
599,telangana,2022,1,886453385,1670638169828.999
600,himachal pradesh,2022,1,16088180,26518447439.932728
601,west bengal,2022,1,260505092,551426663209.5653
602,gujarat,2022,1,210547146,392548092253.5477
603,sikkim,2022,1,1744302,4367431275.863418
604,nagaland,2022,1,1925952,5544951708.895753
605,mizoram,2022,1,604917,1945158963.6112473
606,chhattisgarh,2022,1,97413292,157847045454.8349
607,jammu & kashmir,2022,1,16245311,33147863626.158833
608,goa,2022,1,12214098,19816445402.846123
609,arunachal pradesh,2022,1,2804068,7828091628.0873575
610,delhi,2022,1,330999861,536964920836.2892
611,uttarakhand,2022,1,44560772,70978782500.07388
612,puducherry,2022,2,8643687,13778745255.768896
613,tamil nadu,2022,2,354506937,590134727678.3616
614,uttar pradesh,2022,2,595298776,1067515182419.9624
615,madhya pradesh,2022,2,544899829,867024737328.533
616,andhra pradesh,2022,2,671134030,1479853948202.9194
617,tripura,2022,2,3418664,6878271042.0352955
618,lakshadweep,2022,2,17569,55929601.98990567
619,manipur,2022,2,6105632,14922910635.149328
620,maharashtra,2022,2,1407533113,2006272382175.94
621,dadra & nagar haveli & daman & diu,2022,2,5759771,6995159780.810846
622,meghalaya,2022,2,2044649,5281491421.884784
623,andaman & nicobar islands,2022,2,1071217,2685920350.080267
624,haryana,2022,2,234699962,395234035249.5022
625,rajasthan,2022,2,661170150,1152833518600.3425
626,ladakh,2022,2,1118073,3543318177.9962664
627,punjab,2022,2,72272823,137345426369.22662
628,assam,2022,2,76334725,153111042086.78204
629,jharkhand,2022,2,132925275,225636227828.13763
630,odisha,2022,2,313451598,510035012340.00885
631,bihar,2022,2,360145029,754461454966.1152
632,kerala,2022,2,106365322,154696329549.125
633,karnataka,2022,2,1277448960,1867146114059.2139
634,chandigarh,2022,2,10772489,17283500158.371002
635,telangana,2022,2,1063382557,1951414544517.1062
636,himachal pradesh,2022,2,21291371,33709107958.242233
637,west bengal,2022,2,315742141,648575179584.2422
638,gujarat,2022,2,252052796,446798000976.83795
639,sikkim,2022,2,2322081,5611105670.307129
640,nagaland,2022,2,2031329,5740285349.020275
641,mizoram,2022,2,643977,2003186567.1089382
642,chhattisgarh,2022,2,116584048,181181677163.7799
643,jammu & kashmir,2022,2,23813747,46254290836.635826
644,goa,2022,2,14216054,22873037759.520226
645,arunachal pradesh,2022,2,3556925,9131665374.225872
646,delhi,2022,2,410634184,629855650458.2181
647,uttarakhand,2022,2,58166878,88313371025.334
648,puducherry,2022,3,7042727,10854317711.140945
649,tamil nadu,2022,3,393496175,631879220373.2378
650,uttar pradesh,2022,3,703589072,1121370050898.7214
651,madhya pradesh,2022,3,731259559,1032908494249.5833
652,andhra pradesh,2022,3,642855035,1385077409712.0752
653,tripura,2022,3,4256579,8648352804.91115
654,lakshadweep,2022,3,15241,47580009.61750026
655,manipur,2022,3,6352742,15381430267.299776
656,maharashtra,2022,3,1486389417,1947579187374.532
657,dadra & nagar haveli & daman & diu,2022,3,6465621,7520647359.499438
658,meghalaya,2022,3,4359165,9603300797.121542
659,andaman & nicobar islands,2022,3,1584379,3310631772.137388
660,haryana,2022,3,269361810,428054494578.0213
661,rajasthan,2022,3,767541360,1238489256318.2175
662,ladakh,2022,3,1190858,3605199350.373912
663,punjab,2022,3,84177897,149319443006.3546
664,assam,2022,3,86113811,161489079054.89807
665,jharkhand,2022,3,146815332,229412884063.95636
666,odisha,2022,3,386687326,564545557340.5428
667,bihar,2022,3,437367385,791446486557.8687
668,kerala,2022,3,119362904,162260419315.42975
669,karnataka,2022,3,1189761328,1665918232610.94
670,chandigarh,2022,3,13478173,20559757737.40586
671,telangana,2022,3,1628165401,2706325865752.0645
672,himachal pradesh,2022,3,25164868,37380782688.54074
673,west bengal,2022,3,356792388,704749898612.1294
674,gujarat,2022,3,303239732,497437502209.44305
675,sikkim,2022,3,2396758,5162880543.891459
676,nagaland,2022,3,1894113,5364400495.050829
677,mizoram,2022,3,659038,1946265612.067956
678,chhattisgarh,2022,3,158252587,220161558081.9853
679,jammu & kashmir,2022,3,22534394,40963554502.24847
680,goa,2022,3,13188687,19574265275.70635
681,arunachal pradesh,2022,3,3939418,9025110785.048618
682,delhi,2022,3,475592161,677612647116.1133
683,uttarakhand,2022,3,63996519,92641259938.36333
684,puducherry,2022,4,7556127,11142204877.174492
685,tamil nadu,2022,4,436316636,675689667591.437
686,uttar pradesh,2022,4,836369071,1376378802069.4858
687,madhya pradesh,2022,4,898828268,1302999857548.291
688,andhra pradesh,2022,4,690017077,1424725083041.687
689,tripura,2022,4,5198190,10452971818.154081
690,lakshadweep,2022,4,17147,54813873.614936255
691,manipur,2022,4,6428670,15625956698.341496
692,maharashtra,2022,4,1688775272,2210470839617.1724
693,dadra & nagar haveli & daman & diu,2022,4,7189585,8059640746.081128
694,meghalaya,2022,4,3932448,8996541156.34871
695,andaman & nicobar islands,2022,4,1987535,3984674404.428784
696,haryana,2022,4,296648365,490490659880.10236
697,rajasthan,2022,4,865574848,1456956699398.6523
698,ladakh,2022,4,1083372,2894477572.6789374
699,punjab,2022,4,91835180,168107427177.94028
700,assam,2022,4,103981267,192653519187.54803
701,jharkhand,2022,4,175300092,277971737448.5812
702,odisha,2022,4,445714743,652217064523.9851
703,bihar,2022,4,517084649,936012149674.8281
704,kerala,2022,4,132960468,173559808599.71005
705,karnataka,2022,4,1378910371,1904516622907.6313
706,chandigarh,2022,4,17904840,27879754566.939415
707,telangana,2022,4,1819506832,2978252562916.1367
708,himachal pradesh,2022,4,28555136,41779343232.37363
709,west bengal,2022,4,405847597,787775633607.248
710,gujarat,2022,4,341156018,567918305336.5343
711,sikkim,2022,4,3058339,6458385389.419817
712,nagaland,2022,4,2476205,6969966384.314047
713,mizoram,2022,4,693774,2037911085.2630136
714,chhattisgarh,2022,4,177960446,252519180810.47455
715,jammu & kashmir,2022,4,27316158,44315295915.49408
716,goa,2022,4,17192674,24924986371.339146
717,arunachal pradesh,2022,4,4632709,9684909697.502243
718,delhi,2022,4,515203457,744915016018.5759
719,uttarakhand,2022,4,77983880,115496046831.35889
