,State,Year,Quater,User_count,AppOpens
696,haryana,2022,4,14994944,556898878
697,rajasthan,2022,4,27255927,1537424924
698,ladakh,2022,4,106337,3832339
699,punjab,2022,4,8462753,199899443
700,assam,2022,4,5247776,248781157
701,jharkhand,2022,4,8217638,396098729
702,odisha,2022,4,14127239,726099254
703,bihar,2022,4,21738117,834827202
704,kerala,2022,4,10382102,346981849
705,karnataka,2022,4,36081698,3011645011
706,chandigarh,2022,4,627563,15308862
707,telangana,2022,4,25656381,1731228513
708,himachal pradesh,2022,4,2483076,72355717
709,west bengal,2022,4,25536381,678066327
710,gujarat,2022,4,22412353,790984595
711,sikkim,2022,4,241968,8948864
712,nagaland,2022,4,321205,11171582
713,mizoram,2022,4,132870,3144551
714,chhattisgarh,2022,4,6846822,354976814
715,jammu & kashmir,2022,4,1793434,60205865
716,goa,2022,4,855202,43005212
717,arunachal pradesh,2022,4,390307,21775038
718,delhi,2022,4,15764149,401864749
719,uttarakhand,2022,4,4272049,160685547
