,State,Year,Quater,District_name,User_count
662,uttar-pradesh,2018,3,gautam buddha nagar,727480
663,uttar-pradesh,2018,4,gautam buddha nagar,951342
664,uttar-pradesh,2019,1,gautam buddha nagar,1143614
665,uttar-pradesh,2019,2,gautam buddha nagar,1282816
666,uttar-pradesh,2019,3,gautam buddha nagar,1415905
667,uttar-pradesh,2019,4,gautam buddha nagar,1537791
668,uttar-pradesh,2020,1,gautam buddha nagar,1656331
669,uttar-pradesh,2020,2,gautam buddha nagar,1756163
670,uttar-pradesh,2020,3,gautam buddha nagar,1885370
671,uttar-pradesh,2020,4,gautam buddha nagar,2030178
672,uttar-pradesh,2021,1,gautam buddha nagar,2181874
673,uttar-pradesh,2021,2,gautam buddha nagar,2329954
674,uttar-pradesh,2021,3,gautam buddha nagar,2496114
675,uttar-pradesh,2021,4,gautam buddha nagar,2664034
676,uttar-pradesh,2022,1,gautam buddha nagar,2822463
677,uttar-pradesh,2022,2,gautam buddha nagar,2973360
678,uttar-pradesh,2022,3,gautam buddha nagar,3130224
679,uttar-pradesh,2022,4,gautam buddha nagar,3286371
680,uttarakhand,2018,1,dehradun,147998
681,uttarakhand,2018,2,dehradun,198296
682,uttarakhand,2018,3,dehradun,246477
683,uttarakhand,2018,4,dehradun,306969
684,uttarakhand,2019,1,dehradun,369578
685,uttarakhand,2019,2,dehradun,428353
686,uttarakhand,2019,3,dehradun,486157
687,uttarakhand,2019,4,dehradun,537026
688,uttarakhand,2020,1,dehradun,593420
689,uttarakhand,2020,2,dehradun,649026
690,uttarakhand,2020,3,dehradun,711303
691,uttarakhand,2020,4,dehradun,779564
692,uttarakhand,2021,1,dehradun,840361
693,uttarakhand,2021,2,dehradun,898504
694,uttarakhand,2021,3,dehradun,963594
695,uttarakhand,2021,4,dehradun,1028085
696,uttarakhand,2022,1,dehradun,1088710
697,uttarakhand,2022,2,dehradun,1146386
698,uttarakhand,2022,3,dehradun,1205785
699,uttarakhand,2022,4,dehradun,1262999
700,west-bengal,2018,1,north twenty four parganas,396980
701,west-bengal,2018,2,north twenty four parganas,572438
702,west-bengal,2018,3,north twenty four parganas,722572
703,west-bengal,2018,4,north twenty four parganas,946634
704,west-bengal,2019,1,north twenty four parganas,1130983
705,west-bengal,2019,2,north twenty four parganas,1312362
706,west-bengal,2019,3,north twenty four parganas,1478650
707,west-bengal,2019,4,north twenty four parganas,1638605
708,west-bengal,2020,1,north twenty four parganas,1789973
709,west-bengal,2020,2,north twenty four parganas,1966125
710,west-bengal,2020,3,north twenty four parganas,2143943
711,west-bengal,2020,4,north twenty four parganas,2321888
712,west-bengal,2021,1,north twenty four parganas,2491076
713,west-bengal,2021,2,north twenty four parganas,2660664
714,west-bengal,2021,3,north twenty four parganas,2852030
715,west-bengal,2021,4,north twenty four parganas,3043008
716,west-bengal,2022,1,north twenty four parganas,3224459
717,west-bengal,2022,2,north twenty four parganas,3397791
718,west-bengal,2022,3,north twenty four parganas,3578500
719,west-bengal,2022,4,north twenty four parganas,3755017
